VidName,ImgName,Lati,Longi,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,Score
GRMN0227,GRMN022701.jpg,37.3931,-122.0023,78,463,4401,2189,1979,8016,10102,16744,40452,46040,37221,5512,343,456,407,597,0
GRMN0227,GRMN022702.jpg,37.3931,-122.0023,157,429,2330,2265,3440,8612,9007,19196,46795,46942,30843,3158,401,367,407,651,0
GRMN0227,GRMN022703.jpg,37.3931,-122.0023,197,594,2762,2215,2635,9590,9151,25921,45073,41444,29694,3772,651,406,304,591,0
GRMN0227,GRMN022704.jpg,37.3931,-122.0023,358,886,3096,2173,4276,8688,12306,26886,40963,39129,28797,4925,741,423,380,973,0
GRMN0227,GRMN022705.jpg,37.3931,-122.0023,237,562,3296,2775,2268,9518,9197,25042,45176,45113,27871,1864,494,573,491,523,0
GRMN0227,GRMN022706.jpg,37.3931,-122.0023,299,880,4611,2857,2292,8191,9437,20429,40033,49750,29418,3961,541,809,636,856,0
GRMN0227,GRMN022707.jpg,37.3931,-122.0023,316,1037,3678,2284,1664,9477,8158,13008,45327,45990,35519,5820,531,460,507,1224,0
GRMN0227,GRMN022708.jpg,37.3931,-122.0023,38,372,2124,1716,939,8334,10017,6311,43507,51407,40370,8230,533,260,273,569,0
GRMN0227,GRMN022709.jpg,37.3931,-122.0023,37,304,2114,1693,1271,8381,10194,11751,33480,52939,44232,6242,414,466,711,771,0
GRMN0227,GRMN022710.jpg,37.3931,-122.0023,41,348,1023,1774,2103,10768,10879,17712,39780,51283,33303,4621,204,354,239,568,0
GRMN0227,GRMN022711.jpg,37.3931,-122.0023,19,167,927,2124,1935,8438,11188,17540,45841,44410,34705,6032,467,358,320,529,0
GRMN0227,GRMN022712.jpg,37.3931,-122.0023,44,209,1221,2541,2353,10429,11403,22825,46002,42971,31026,2894,128,171,252,531,0
GRMN0227,GRMN022713.jpg,37.3931,-122.0023,71,476,1874,1957,3228,10949,8900,22324,41379,46346,33787,2274,220,188,254,773,0
GRMN0227,GRMN022714.jpg,37.3931,-122.0023,358,1699,3928,3983,5907,9142,15133,26941,39415,47434,18984,571,337,308,296,564,0
GRMN0227,GRMN022715.jpg,37.3931,-122.0023,111,1133,4058,69718,53036,23928,7288,3251,2631,1137,2028,3078,2498,645,191,269,0
GRMN0227,GRMN022716.jpg,37.3931,-122.0023,868,1039,4464,3384,2532,3716,12832,8688,32074,45056,38698,18675,1269,469,399,837,0
GRMN0227,GRMN022717.jpg,37.3931,-122.0023,4,80,816,1425,1715,7918,11425,15953,39561,47423,41659,5135,780,427,246,433,0
GRMN0227,GRMN022718.jpg,37.3931,-122.0023,38,260,1668,1772,1827,9592,8901,18973,43610,44869,33933,7902,262,313,382,698,0
GRMN0227,GRMN022719.jpg,37.3931,-122.0023,36,199,1623,1142,2296,12452,10695,27105,43319,39035,32010,4280,125,91,131,461,0
GRMN0227,GRMN022720.jpg,37.3931,-122.0023,9,103,1061,1639,2001,12969,7877,18563,46135,56426,24355,1552,739,655,508,408,0
GRMN0227,GRMN022721.jpg,37.3931,-122.0023,19,175,1214,1754,1691,10280,9886,22409,48789,43746,29611,3974,347,257,313,535,0
GRMN0227,GRMN022722.jpg,37.3931,-122.0023,37,332,1390,1858,3979,9526,14717,26902,41658,42924,27736,2316,237,323,367,698,0
GRMN0227,GRMN022723.jpg,37.3931,-122.0023,13,183,1281,2244,3614,10502,13879,35346,43771,37990,23762,1182,301,200,241,491,0
GRMN0228,GRMN022801.jpg,37.396,-122.011,41,280,1491,2007,3583,12050,13363,28556,44928,39702,25836,1705,573,388,239,258,0
GRMN0228,GRMN022802.jpg,37.396,-122.011,25,153,2167,2095,3217,11006,9864,26007,47957,45313,24312,1080,442,301,325,736,0
GRMN0228,GRMN022803.jpg,37.396,-122.011,26,249,2720,1907,2151,10620,8099,29241,46676,44749,24696,2007,450,258,392,759,0
GRMN0228,GRMN022804.jpg,37.396,-122.011,51,567,2045,2159,3200,12353,16013,28594,42838,44624,20040,844,528,240,315,589,0
GRMN0228,GRMN022805.jpg,37.396,-122.011,128,322,1468,2255,4449,9847,15267,17247,36626,57285,26578,1798,487,325,354,564,0
GRMN0228,GRMN022806.jpg,37.396,-122.011,89,241,2095,1674,2272,9116,8346,22580,56565,42123,19504,4713,3345,654,504,1179,0
GRMN0228,GRMN022807.jpg,37.396,-122.011,245,616,3420,1744,2323,6233,9308,18713,45664,48151,21401,9858,4820,440,340,1724,0
GRMN0228,GRMN022808.jpg,37.396,-122.011,175,523,2661,1476,1504,4984,8887,10699,34681,47110,35599,12980,9063,2784,245,1629,0
GRMN0228,GRMN022809.jpg,37.396,-122.011,180,1607,2566,2194,2237,6171,6522,18710,44782,42653,30814,11224,1186,882,707,2565,0
GRMN0228,GRMN022810.jpg,37.396,-122.011,277,760,4504,5107,4652,4179,5272,8076,7711,26013,44683,33205,21355,5426,960,2820,0
GRMN0228,GRMN022811.jpg,37.396,-122.011,293,596,2073,7988,2884,2622,3665,7723,13971,45923,43123,28369,10048,2317,879,2526,0
GRMN0228,GRMN022812.jpg,37.396,-122.011,355,911,4860,5561,2959,1861,3962,6306,16680,50887,52391,21737,3201,874,649,1806,0
GRMN0228,GRMN022813.jpg,37.396,-122.011,101,483,1076,2566,2888,3098,3956,7406,17422,37054,47359,36126,8520,2541,1372,3032,0
GRMN0228,GRMN022814.jpg,37.396,-122.011,156,438,1593,2981,2616,2500,8790,13721,39590,46478,41640,9522,1957,1048,666,1304,0
GRMN0228,GRMN022815.jpg,37.396,-122.011,250,601,2162,3769,2641,3175,8644,11386,35514,52227,36867,12936,1251,691,512,2374,0
GRMN0228,GRMN022816.jpg,37.396,-122.011,236,723,1873,3753,2557,3148,10008,15540,39334,49054,30487,8948,5465,1485,444,1945,0
GRMN0228,GRMN022817.jpg,37.396,-122.011,293,526,1877,3605,2495,3154,10723,16542,51615,45748,22047,9954,3332,471,425,2193,0
GRMN0228,GRMN022818.jpg,37.396,-122.011,455,831,2877,3977,2515,5572,9212,20693,47729,43466,22576,8008,3996,565,644,1884,0
GRMN0228,GRMN022819.jpg,37.396,-122.011,1709,6531,11961,5017,4065,24349,80834,25236,5617,3382,2725,1280,397,450,545,902,0
GRMN0228,GRMN022820.jpg,37.396,-122.011,98,264,608,1971,4060,8248,19920,19679,18584,29702,30637,23466,10373,4397,1126,1867,0
GRMN0228,GRMN022821.jpg,37.396,-122.011,301,454,1763,3480,3641,6162,13077,17568,35126,42244,32198,11076,4644,786,612,1868,0
GRMN0228,GRMN022822.jpg,37.396,-122.011,310,929,2662,2586,2692,6602,9951,25800,47374,45812,17279,7713,2606,570,234,1880,0
GRMN0228,GRMN022823.jpg,37.396,-122.011,354,969,3948,3779,3119,6002,9762,20786,53186,41270,13894,8106,5366,1033,728,2698,0
GRMN0229,GRMN022901.jpg,37.3962,-122.0114,896,2083,10137,6649,3310,5369,10910,27168,40634,30337,18505,8388,5765,828,761,3260,-1
GRMN0229,GRMN022902.jpg,37.3962,-122.0114,686,1975,9542,9802,4187,4904,10192,15916,38658,35467,21389,10040,5874,1175,858,4335,-1
GRMN0229,GRMN022903.jpg,37.3962,-122.0114,822,4952,8970,8560,5832,4340,6203,9671,36559,43851,23027,12764,5438,901,819,2291,-1
GRMN0229,GRMN022904.jpg,37.3962,-122.0114,732,1834,5880,5092,3366,4639,8983,12216,38302,43418,28519,16413,1449,933,706,2518,-1
GRMN0229,GRMN022905.jpg,37.3962,-122.0114,1000,4150,10892,10538,4527,4334,9156,11245,37856,32680,28801,11626,2135,1743,1184,3133,-1
GRMN0229,GRMN022906.jpg,37.3962,-122.0114,614,2058,6218,5621,5387,5264,7331,8497,31976,46991,38758,8777,2018,1310,946,3234,-1
GRMN0229,GRMN022907.jpg,37.3962,-122.0114,587,905,5545,4242,2751,4563,5087,9133,26166,52155,41503,15164,2221,971,747,3260,-1
GRMN0229,GRMN022908.jpg,37.3962,-122.0114,815,1570,6073,6535,4869,4851,8158,6992,21779,48186,42778,12165,6038,1168,633,2390,-1
GRMN0229,GRMN022909.jpg,37.3962,-122.0114,242,377,2378,4251,3148,3040,5856,10155,26612,48454,42746,16356,6228,2566,572,2019,-1
GRMN0229,GRMN022910.jpg,37.3962,-122.0114,235,677,2748,2891,2215,3053,10855,18586,36180,42756,40287,9355,2157,516,377,2112,-1
GRMN0229,GRMN022911.jpg,37.3962,-122.0114,366,679,5768,4715,2289,4136,13283,25622,39244,38699,29252,5885,2256,442,266,2098,-1
GRMN0229,GRMN022912.jpg,37.3962,-122.0114,712,2576,7975,5671,3675,6776,12889,27488,42733,33183,19821,6235,2275,550,391,2050,-1
GRMN0229,GRMN022913.jpg,37.3962,-122.0114,940,2748,5825,5702,5119,6417,13949,30665,41013,29884,19543,7847,2184,444,364,2356,-1
GRMN0229,GRMN022914.jpg,37.3962,-122.0114,682,2066,5661,5561,4937,6286,12554,29290,45072,31320,16102,11566,1213,298,256,2136,-1
GRMN0229,GRMN022915.jpg,37.3962,-122.0114,633,1679,6061,5940,4931,6756,10687,29822,46646,33681,17145,6703,2107,253,194,1762,-1
GRMN0229,GRMN022916.jpg,37.3962,-122.0114,659,1397,3918,4663,3600,6778,11112,26258,46168,35143,17223,9390,3054,546,416,4675,-1
GRMN0229,GRMN022917.jpg,37.3962,-122.0114,438,923,3512,4228,4343,5247,10030,28450,42521,40354,18977,5430,3638,965,733,5211,-1
GRMN0229,GRMN022918.jpg,37.3962,-122.0114,490,993,3226,4256,3909,5185,11872,31210,42657,35882,18533,6421,3581,953,765,5067,-1
GRMN0229,GRMN022919.jpg,37.3962,-122.0114,666,1343,4244,5245,3765,5680,9861,28599,45008,36650,18683,7516,2024,420,511,4785,-1
GRMN0229,GRMN022920.jpg,37.3962,-122.0114,501,1100,3919,5914,4469,5251,14749,42708,48141,27093,11427,4499,1545,568,501,2615,-1
GRMN0229,GRMN022921.jpg,37.3962,-122.0114,213,534,2267,2885,2287,3150,14451,32742,47998,35221,19952,4557,5125,1115,374,2129,-1
GRMN0229,GRMN022922.jpg,37.3962,-122.0114,564,844,3496,2766,1999,3837,10563,24982,44657,41496,21042,9106,6405,520,372,2351,-1
GRMN0229,GRMN022923.jpg,37.3962,-122.0114,595,2087,5270,5670,4449,3932,9613,24882,41370,36310,22740,9652,5016,632,270,2512,-1
GRMN0230,GRMN023001.jpg,37.401,-122.026,826,1597,3945,3929,3025,4971,11592,31549,44201,35185,19265,6806,3841,533,484,3251,0
GRMN0230,GRMN023002.jpg,37.401,-122.026,376,637,2867,3487,2484,2789,15723,27629,31682,35344,25654,14035,7722,629,412,3530,0
GRMN0230,GRMN023003.jpg,37.401,-122.026,305,639,1927,3979,2824,2970,8059,16548,35784,40420,39904,11316,6814,999,690,1822,0
GRMN0230,GRMN023004.jpg,37.401,-122.026,424,825,2379,3068,2962,4629,13060,24409,37327,43109,27943,5564,5356,1892,876,1177,0
GRMN0230,GRMN023005.jpg,37.401,-122.026,210,513,2601,3189,2448,5913,12404,17429,36215,48898,27551,6502,7600,770,1695,1062,0
GRMN0230,GRMN023006.jpg,37.401,-122.026,183,325,1559,2370,2244,4403,10152,4866,19045,45313,44345,20697,11430,636,1131,6301,0
GRMN0230,GRMN023007.jpg,37.401,-122.026,161,653,2258,3227,4970,5679,9824,6350,21180,42567,33816,22488,16560,2380,773,2114,0
GRMN0230,GRMN023008.jpg,37.401,-122.026,267,503,2779,4328,8336,5729,13747,35639,39348,24830,16975,10018,6974,2034,1420,2073,0
GRMN0230,GRMN023009.jpg,37.401,-122.026,257,339,3098,4693,3126,3732,8579,36989,41345,25979,14708,8676,10436,8654,2408,1981,0
GRMN0230,GRMN023010.jpg,37.401,-122.026,197,524,2469,4118,2619,3609,6432,23905,59149,30253,19594,8374,5035,3668,2240,2814,0
GRMN0230,GRMN023011.jpg,37.401,-122.026,153,322,884,4780,3875,3922,3789,17221,49631,39988,22741,7655,7433,7320,2466,2820,0
GRMN0230,GRMN023012.jpg,37.401,-122.026,225,478,1387,3766,3349,5289,7180,19906,41654,41963,16983,7889,10293,9883,3211,1544,0
GRMN0230,GRMN023013.jpg,37.401,-122.026,731,1256,8089,4847,4562,7732,7479,20796,36314,30968,19101,12207,5145,3415,8796,3562,0
GRMN0230,GRMN023014.jpg,37.401,-122.026,193,734,58936,41904,27182,12716,8179,6716,5781,4114,3447,2652,1434,687,233,92,0
GRMN0230,GRMN023015.jpg,37.401,-122.026,19,179,1010,45600,40079,28837,20763,15533,10453,4842,2418,1565,1235,1082,774,611,0
GRMN0230,GRMN023016.jpg,37.401,-122.026,0,8,141,520,2962,5892,7420,5102,14539,35735,36848,34007,22088,4734,1832,3172,0
GRMN0230,GRMN023017.jpg,37.401,-122.026,0,1,7,113,922,2621,6291,10847,20010,40898,52665,26417,8641,2483,1720,1364,0
GRMN0230,GRMN023018.jpg,37.401,-122.026,252,539,1905,3142,6663,7442,11005,18436,18018,61191,36768,5923,2193,772,364,387,0
GRMN0230,GRMN023019.jpg,37.401,-122.026,1642,4706,17303,10023,7602,9429,13269,19321,18596,30407,17880,6835,4540,3067,2323,8057,0
GRMN0230,GRMN023020.jpg,37.401,-122.026,150,1003,6287,6355,6288,9348,19781,21922,22649,31410,19300,7241,5436,4008,3062,10760,0
GRMN0230,GRMN023021.jpg,37.401,-122.026,207,1065,6587,6878,6684,13094,21179,20710,19848,30540,18079,7203,5334,3984,3026,10582,0
GRMN0230,GRMN023022.jpg,37.401,-122.026,391,1257,6892,7580,6901,13525,21518,20804,18906,30996,16165,7182,5275,3951,2909,10748,0
GRMN0230,GRMN023023.jpg,37.401,-122.026,229,1069,6578,6985,6762,13350,21101,20766,19392,30061,18500,7003,5489,3950,3145,10620,0
GRMN0231,GRMN023101.jpg,37.402,-122.026,386,1231,7002,7297,6722,13415,21465,20505,19546,30778,16530,7115,5323,4034,2951,10700,-1
GRMN0231,GRMN023102.jpg,37.402,-122.026,211,1034,6630,6945,6496,13066,21375,20638,19768,30047,18663,6955,5436,4064,3030,10642,-1
GRMN0231,GRMN023103.jpg,37.402,-122.026,197,1034,6623,7340,7328,13228,21212,20453,19663,29387,18279,7137,5292,3999,3058,10770,-1
GRMN0231,GRMN023104.jpg,37.402,-122.026,433,1520,7288,7689,7276,13584,21161,20928,19204,28500,16608,7575,5512,3906,2892,10924,-1
GRMN0231,GRMN023105.jpg,37.402,-122.026,479,2238,11591,9697,7050,15238,21430,20963,18411,23939,15263,6404,5031,3656,2967,10643,-1
GRMN0231,GRMN023106.jpg,37.402,-122.026,1448,4693,18245,10660,6841,10146,15297,19257,18611,29566,17352,6447,4408,2814,2096,7119,-1
GRMN0231,GRMN023107.jpg,37.402,-122.026,944,1791,6076,11704,7854,10247,13526,16652,33167,43384,15996,6586,2882,1422,1159,1610,-1
GRMN0231,GRMN023108.jpg,37.402,-122.026,768,11249,55246,34428,15737,12305,9559,7739,8035,9640,5181,2204,1239,672,495,503,-1
GRMN0231,GRMN023109.jpg,37.402,-122.026,661,1202,6920,13936,8799,8158,9785,13537,36653,38736,19572,6311,3106,1934,1561,4129,-1
GRMN0231,GRMN023110.jpg,37.402,-122.026,1087,6475,30814,42906,17369,13846,15522,14185,14002,8981,4710,2591,1189,592,524,207,-1
GRMN0231,GRMN023111.jpg,37.402,-122.026,393,1052,4038,7360,8182,6202,10788,11304,15953,52252,39224,11964,3644,1172,412,1060,-1
GRMN0231,GRMN023112.jpg,37.402,-122.026,409,22864,20270,3239,5417,11788,6745,4218,23488,50256,14914,2218,3807,3523,1114,730,-1
GRMN0231,GRMN023113.jpg,37.402,-122.026,121,1362,19323,51450,39416,28002,16378,7889,4706,2484,1308,1023,818,367,276,77,-1
GRMN0231,GRMN023114.jpg,37.402,-122.026,94,252,2535,4418,16386,40131,7300,15560,12433,20559,39326,9859,2466,1123,762,1796,-1
GRMN0231,GRMN023115.jpg,37.402,-122.026,271,710,4068,29663,22863,13443,17019,19549,12412,23107,20103,5192,1960,1462,1425,1753,-1
GRMN0231,GRMN023116.jpg,37.402,-122.026,9,26,87,297,2428,5822,4443,14626,33794,66149,22923,12007,7176,1363,942,2908,-1
GRMN0231,GRMN023117.jpg,37.402,-122.026,106,256,652,1424,4749,6425,8695,17710,36998,44416,29856,13135,3230,2429,3616,1303,-1
GRMN0231,GRMN023118.jpg,37.402,-122.026,147,186,391,1042,3594,4418,4625,20883,49577,42431,26497,10645,2604,1485,5220,1255,-1
GRMN0231,GRMN023119.jpg,37.402,-122.026,202,724,1805,10824,9290,7746,6665,13917,51070,43581,13725,5771,2414,2922,3333,1011,-1
GRMN0231,GRMN023120.jpg,37.402,-122.026,219,397,797,2530,2876,1798,5050,15789,39954,49040,34207,12509,2885,1887,2527,2535,-1
GRMN0231,GRMN023121.jpg,37.402,-122.026,238,396,1193,2582,5122,3747,5266,11831,35129,58247,31100,11697,2970,1883,2688,911,-1
GRMN0231,GRMN023122.jpg,37.402,-122.026,502,747,2716,5726,8266,10042,9075,9770,35013,44273,33245,8040,2608,2291,991,1695,-1
GRMN0231,GRMN023123.jpg,37.402,-122.026,593,1693,6244,40083,18905,11610,12856,7142,16274,30129,19755,6970,1677,732,227,110,-1
GRMN0232,GRMN023201.jpg,37.403,-122.03,794,1681,8693,7384,2214,4586,8656,4851,18747,46926,43555,13851,3280,2743,1102,5937,-1
GRMN0232,GRMN023202.jpg,37.403,-122.03,518,923,4401,5694,4750,3244,6065,6838,25781,55841,38182,9039,2959,2239,1083,7443,-1
GRMN0232,GRMN023203.jpg,37.403,-122.03,627,924,4290,6446,3662,3414,6774,8106,27308,53662,36551,9269,2852,1668,1043,8404,-1
GRMN0235,GRMN023501.jpg,37.403,-122.03,29,170,344,1652,2779,6661,23595,25974,28023,36632,25759,17789,4479,964,138,12,0
GRMN0235,GRMN023502.jpg,37.403,-122.03,54,68,212,590,2491,7913,27668,28716,26019,33456,23069,19185,5026,445,72,16,0
GRMN0235,GRMN023503.jpg,37.403,-122.03,19,83,232,496,616,1967,5794,18587,23918,20699,24007,34349,24361,13448,4452,1972,0
GRMN0235,GRMN023504.jpg,37.403,-122.03,0,11,57,281,1115,2600,11876,30061,27253,23139,39342,22067,13399,3013,598,188,0
GRMN0235,GRMN023505.jpg,37.403,-122.03,36,143,644,705,1514,8619,22252,24583,22953,24555,35399,18982,12022,1358,685,550,0
GRMN0235,GRMN023506.jpg,37.403,-122.03,92,155,465,1389,5669,20358,33654,24094,21435,17084,26382,12156,8387,2932,488,260,0
GRMN0235,GRMN023507.jpg,37.403,-122.03,41,131,1071,6016,18505,24478,35142,26401,18177,14229,18608,6984,3911,901,349,56,0
GRMN0235,GRMN023508.jpg,37.403,-122.03,35,76,847,6079,18993,23225,34761,26712,19289,14057,18232,7872,3621,893,267,41,0
GRMN0235,GRMN023509.jpg,37.403,-122.03,41,82,877,6279,18900,23925,34537,27223,18774,13935,18042,7529,3674,816,329,37,0
GRMN0235,GRMN023510.jpg,37.403,-122.03,57,144,1031,6970,19142,24428,34707,26842,17556,14191,18385,6516,3788,856,350,37,0
GRMN0235,GRMN023511.jpg,37.403,-122.03,43,71,831,6349,18893,23249,34890,26980,19035,14025,18264,7457,3767,810,296,40,0
GRMN0235,GRMN023512.jpg,37.403,-122.03,38,102,910,6117,19052,23653,34841,27287,18397,14031,18121,7398,3821,881,333,18,0
GRMN0235,GRMN023513.jpg,37.403,-122.03,50,125,1008,7056,18723,24151,35290,26296,18208,14172,18460,6418,3833,848,323,39,0
GRMN0235,GRMN023514.jpg,37.403,-122.03,34,111,764,4513,17339,23364,35194,27446,20076,14451,19112,7573,3863,847,284,29,0
GRMN0235,GRMN023515.jpg,37.403,-122.03,32,54,579,1700,13407,22410,36744,28922,21362,16554,20804,7396,3829,850,306,51,0
GRMN0235,GRMN023516.jpg,37.403,-122.03,47,95,738,1871,12532,22315,36720,28587,21762,16938,21554,6693,3864,929,306,49,0
GRMN0235,GRMN023517.jpg,37.403,-122.03,12,25,448,8152,21941,25154,31650,27162,21464,16463,15383,5415,1260,341,74,56,0
GRMN0235,GRMN023518.jpg,37.403,-122.03,21,234,1841,17063,22561,22475,35519,29764,15946,10592,11436,4765,1926,535,190,132,0
GRMN0235,GRMN023519.jpg,37.403,-122.03,68,341,2269,17449,22536,23226,35496,29405,15626,9835,11207,4455,2091,593,238,165,0
GRMN0235,GRMN023520.jpg,37.403,-122.03,19,211,1889,16313,22611,22660,36075,29789,15592,10652,11308,4925,2040,519,249,148,0
GRMN0235,GRMN023521.jpg,37.403,-122.03,40,266,1900,16557,22759,22724,36231,29452,15733,10443,11290,4711,1970,549,216,159,0
GRMN0235,GRMN023522.jpg,37.403,-122.03,49,272,1982,16529,19549,23591,35213,29118,16654,8951,11969,6277,3267,918,314,347,0
GRMN0235,GRMN023523.jpg,37.403,-122.03,0,2,53,853,6163,17178,28612,32809,28869,25292,23504,7497,2779,797,377,215,0
GRMN0236,GRMN023601.jpg,37.397,-121.9367,2,8,124,1031,5922,17622,31945,26721,22181,22379,25265,14097,5985,1177,345,196,0
GRMN0236,GRMN023602.jpg,37.397,-121.9367,0,18,551,3820,5663,17912,26404,21141,22121,29241,21731,20769,4619,622,241,147,0
GRMN0236,GRMN023603.jpg,37.397,-121.9367,10,86,87,936,3185,10214,29205,36896,39742,31942,14062,7086,1194,246,91,18,0
GRMN0236,GRMN023604.jpg,37.397,-121.9367,0,18,138,1279,3799,10287,33491,26759,27771,35258,18446,13126,3804,711,84,29,0
GRMN0236,GRMN023605.jpg,37.397,-121.9367,1,32,168,3680,15604,27658,40159,36786,30019,14210,4608,1299,631,129,13,3,0
GRMN0236,GRMN023606.jpg,37.397,-121.9367,0,0,2,57,1287,4139,17873,26232,23019,23570,38363,26954,11000,2164,289,51,0
GRMN0236,GRMN023607.jpg,37.397,-121.9367,0,10,127,1419,3718,14631,26423,21606,23407,34553,30972,13547,3386,1021,173,7,0
GRMN0236,GRMN023608.jpg,37.397,-121.9367,8,40,84,688,3598,14823,23051,21771,30379,28524,31626,16258,3389,559,168,34,0
GRMN0236,GRMN023609.jpg,37.397,-121.9367,1,18,53,735,3208,16615,28229,34294,34161,23669,25165,6595,1877,307,53,20,0
GRMN0236,GRMN023610.jpg,37.397,-121.9367,0,6,38,507,2275,17038,24929,20234,28455,20999,26462,23666,7523,2108,549,211,0
GRMN0236,GRMN023611.jpg,37.397,-121.9367,0,6,81,1975,3330,17326,23660,28328,32911,28331,21236,13455,3900,356,80,25,0
GRMN0236,GRMN023612.jpg,37.397,-121.9367,18,37,78,1006,4713,23655,24269,23383,28156,27760,26213,13040,2208,331,113,20,0
GRMN0236,GRMN023613.jpg,37.397,-121.9367,13,18,146,1528,3379,24688,23894,22667,27320,29195,28236,11917,1497,360,89,53,0
GRMN0236,GRMN023614.jpg,37.397,-121.9367,2,8,47,1378,6201,18781,19428,19306,27372,20541,30828,23088,6955,677,216,172,0
GRMN0236,GRMN023615.jpg,37.397,-121.9367,11,113,547,7038,19746,15775,21182,14818,22339,17900,32224,18999,3583,456,179,90,0
GRMN0236,GRMN023616.jpg,37.397,-121.9367,90,410,10786,28151,20973,14377,9642,11165,17366,10283,19198,23153,7796,1056,328,226,0
GRMN0236,GRMN023617.jpg,37.397,-121.9367,13,81,508,7854,19886,10522,17863,17589,20565,15607,20232,26372,16553,1071,200,84,0
GRMN0236,GRMN023618.jpg,37.397,-121.9367,28,105,2468,6320,17427,28702,40040,28708,24088,16373,6637,3065,961,70,8,0,0
GRMN0236,GRMN023619.jpg,37.397,-121.9367,904,2648,10791,17162,30434,26407,40321,37404,7659,907,276,61,14,10,2,0,0
GRMN0236,GRMN023620.jpg,37.397,-121.9367,73,307,3424,3368,2169,8293,22330,40663,56024,32147,5224,600,185,76,49,68,0
GRMN0236,GRMN023621.jpg,37.397,-121.9367,55,271,1474,3356,1806,4903,16787,25300,44183,50491,21392,2079,1704,880,255,64,0
GRMN0236,GRMN023622.jpg,37.397,-121.9367,98,539,1866,3644,2647,4474,12493,16209,36805,60224,29092,3747,1468,995,524,175,0
GRMN0236,GRMN023623.jpg,37.397,-121.9367,144,247,2010,3108,2194,3578,17322,23579,41174,42281,31367,5297,1028,334,629,708,0
GRMN0237,GRMN023701.jpg,37.3947,-121.9428,155,443,1617,3272,1943,4566,16085,17608,38033,51973,32527,3568,1379,481,643,707,2
GRMN0237,GRMN023702.jpg,37.3947,-121.9428,89,205,1015,3259,1718,2046,11378,12644,32028,53908,44733,10665,663,428,132,89,2
GRMN0237,GRMN023703.jpg,37.3947,-121.9428,17,166,977,2993,2495,1652,4914,14226,25538,51468,49567,17549,1952,690,401,395,2
GRMN0237,GRMN023704.jpg,37.3947,-121.9428,384,1147,2351,3511,2346,2522,5124,15086,27130,52614,45057,12879,1513,1071,867,1398,2
GRMN0237,GRMN023705.jpg,37.3947,-121.9428,1959,7097,10476,10439,7908,6414,7184,16554,23000,24569,21868,18609,11918,3782,1465,1758,2
GRMN0237,GRMN023706.jpg,37.3947,-121.9428,2645,17118,24833,25264,11303,9153,13457,13705,10355,13351,14260,9568,5786,1388,969,1845,2
GRMN0237,GRMN023707.jpg,37.3947,-121.9428,3855,19080,39135,30870,10173,7694,10277,11146,9070,8847,8526,6211,5368,1664,1011,2073,2
GRMN0237,GRMN023708.jpg,37.3947,-121.9428,2830,15389,38909,26156,10433,6491,11186,17559,12114,10008,10753,5646,4370,1221,581,1354,2
GRMN0237,GRMN023709.jpg,37.3947,-121.9428,2554,10525,34517,18904,8706,5503,11431,25365,16153,10578,13052,8948,5829,1420,540,975,2
GRMN0237,GRMN023710.jpg,37.3947,-121.9428,2398,9190,23632,23056,8993,5912,13638,25702,15388,10841,13405,13282,5998,1735,629,1201,2
GRMN0237,GRMN023711.jpg,37.3947,-121.9428,1580,3444,25005,11242,4508,3856,7171,13470,30576,43379,18223,6278,1776,1680,1452,1360,2
GRMN0237,GRMN023712.jpg,37.3947,-121.9428,1479,4651,6005,8096,3465,3169,8016,15313,33671,55053,29672,3675,1382,774,244,335,2
GRMN0237,GRMN023713.jpg,37.3947,-121.9428,1321,6014,8708,10833,3783,4340,8259,13948,25917,42555,38996,7880,1286,540,233,387,2
GRMN0237,GRMN023714.jpg,37.3947,-121.9428,603,1444,5219,6331,2671,2910,8776,14821,36248,45544,36306,7782,1539,1044,1395,2367,2
GRMN0237,GRMN023715.jpg,37.3947,-121.9428,526,1293,2824,4977,2679,3196,9934,20333,46959,39837,19744,7866,2789,2972,5243,3828,2
GRMN0237,GRMN023716.jpg,37.3947,-121.9428,1594,4078,4712,5851,2927,3858,9561,18550,43840,48615,20786,3625,2372,928,1596,2107,2
GRMN0237,GRMN023717.jpg,37.3947,-121.9428,1125,5144,5996,9472,4403,3914,8813,17913,46303,52485,8451,2095,1493,2046,2475,2872,2
GRMN0237,GRMN023718.jpg,37.3947,-121.9428,927,3050,26737,10882,2794,2867,12746,18054,38164,43427,12190,1884,848,148,93,189,2
GRMN0237,GRMN023719.jpg,37.3947,-121.9428,1466,6141,17496,13758,3405,3985,11341,18901,44634,38253,12494,1988,689,97,77,275,2
GRMN0237,GRMN023720.jpg,37.3947,-121.9428,1542,7847,12778,18081,7827,5313,10015,18608,42369,33556,11670,2741,966,474,413,800,2
GRMN0237,GRMN023721.jpg,37.3947,-121.9428,809,5033,7996,15689,5139,3942,10783,15983,40776,49862,14580,2370,1002,337,178,521,2
GRMN0237,GRMN023722.jpg,37.3947,-121.9428,2501,19688,42593,22898,5964,3944,6799,14335,29368,11787,10754,2108,869,643,384,365,2
GRMN0237,GRMN023723.jpg,37.3947,-121.9428,1238,9498,18156,18144,6305,5210,12887,16862,35271,29112,15910,2344,985,934,846,1298,2
